"","State","CMS.Certification.Number..CCN..","Provider.Name","Address","City","Zip","Phone","Type.of.Ownership","Offers.Nursing.Care.Services","Offers.Physical.Therapy.Services","Offers.Occupational.Therapy.Services","Offers.Speech.Pathology.Services","Offers.Medical.Social.Services","Offers.Home.Health.Aide.Services","Date.Certified","Quality.of.Patient.Care.Star.Rating","How.often.the.home.health.team.began.their.patients..care.in.a.timely.manner","How.often.the.home.health.team.taught.patients..or.their.family.caregivers..about.their.drugs","How.often.the.home.health.team.checked.patients..risk.of.falling","How.often.the.home.health.team.checked.patients.for.depression","How.often.the.home.health.team.determined.whether.patients.received.a.flu.shot.for.the.currnet.flu.season","How.often.the.home.health.team.made.sure.that.their.patients.have.received.a.pneumococcal.vaccine..pneumonia.shot..","With.diabetes..how.often.the.home.health.team.got.doctor.s.orders..gave.foot.care..and.taught.patients.about.foot.care","How.often.patients.got.better.at.walking.or.moving.around","How.often.patients.got.better.at.getting.in.and.out.of.bed","How.often.patients.got.better.at.bathing","How.often.patients..breathing.improved","How.often.patients..wounds.improved.or.healed.after.an.operation","How.often.patients.got.better.at.taking.their.drugs.correctly.by.mouth","How.often.home.health.patients.had.to.be.admitted.to.the.hospital","How.often.patients.receiving.home.health.care.needed.urgent..unplanned.care.in.the.ER.without.being.admitted","Changes.in.Skin.Integrity.Post.Acute.Care..Pressure.Ulcer.Injury","How.often.physician.recommended.actions.to.address.medication.issues.were.completely.timely","DTC.Numerator","DTC.Denominator","DTC.Observed.Rate","DTC.Risk.Standardized.Rate","DTC.Risk.Standardized.Rate..Lower.Limit.","DTC.Risk.Standardized.Rate..Upper.Limit.","DTC.Performance.Categorization","PPR.Numerator","PPR.Denominator","PPR.Observed.Rate","PPR.Risk.Standardized.Rate","PPR.Risk.Standardized.Rate..Lower.Limit.","PPR.Risk.Standardized.Rate..Upper.Limit.","PPR.Performance.Categorization","How.much.Medicare.spends.on.an.episode.of.care.at.this.agency..compared.to.Medicare.spending.across.all.agencies.nationally","No..of.episodes.to.calc.how.much.Medicare.spends.per.episode.of.care.at.agency..compared.to.spending.at.all.agencies..national."
"51","AL","017106","EVERGREEN HOME CARE","308 SOUTH MAIN STREET","EVERGREEN",36401,2515786800,"Proprietary","Yes","Yes","No","No","No","Yes",1993-01-12,"1.0",82.9,62.9,84.8,76.5,20.5,19.2,68.3,53,42.1,49.1,46.2,NA,57.4,19.7,8.1,0.1,58.9,126,"221.0","57.01","60.23","54.06","66.95","Worse Than National Rate","7.0","119.0","5.88","3.72","2.65","5.22","Same As National Rate","0.99",576
"52","AL","017107","SUNCREST HOME HEALTH","222-224 7TH STREET SOUTH, SUITE 224","CLANTON",35045,2052804663,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1993-05-24,"4.0",96.8,97.4,99.6,97.2,80.9,69.6,99.1,84.3,86.9,85.4,91.2,95,81.9,18.9,9.1,0.08,98.8,704,"995.0","70.75","74.64","71.75","77.64","Worse Than National Rate","24.0","725.0","3.31","3.50","2.72","4.42","Same As National Rate","1.09",1882
"53","AL","017109","NORTHWEST HOME HEALTH - HALEYVILLE","42030 HIGHWAY 195 SUITE D","HALEYVILLE",35565,2054857341,"Non - Profit Private","Yes","Yes","Yes","Yes","No","Yes",1993-06-23,"2.5",98.4,97.9,100,100,62.3,78.4,93.9,75.6,66.6,81.9,65.6,NA,53.9,18.3,12.2,0.03,82.9,145,"177.0","81.92","86.30","80.25","91.40","Better Than National Rate","10.0","206.0","4.85","3.68","2.75","4.97","Same As National Rate","1.02",277
"54","AL","017112","JACKSON MEDICAL CENTER HOME HEALTH","3748N COLLEGE AVENUE","JACKSON",36545,2512470424,"Proprietary","Yes","Yes","No","Yes","No","Yes",1993-06-29,"3.0",100,99.8,100,99.8,77,78.4,99.4,75.2,76.6,77.4,72.5,91.7,76.6,20.4,20,0,99.5,222,"285.0","77.89","79.63","75.00","84.20","Same As National Rate","5.0","212.0","2.36","3.35","2.39","4.49","Same As National Rate","1.06",686
"55","AL","017115","GADSDEN REGIONAL HOME HEALTH","301 S 4TH STREET","GADSDEN",35901,2565382273,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",1993-07-27,"4.5",100,100,100,100,92.6,94,100,86.5,84.4,91.1,89.1,91.8,84.4,19.5,6.8,0.08,98.3,364,"465.0","78.28","81.75","78.13","85.36","Same As National Rate","12.0","447.0","2.68","3.27","2.40","4.39","Same As National Rate","0.94",891
"56","AL","017116","IVY CREEK HOME HEALTH OF ELMORE","500 HOSPITAL DRIVE","WETUMPKA",36092,3345677710,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",1993-07-26,"3.5",96.2,97.2,98.9,99.2,67.5,67.6,97.9,84.9,81.4,86.4,69.9,97,80,18.4,14.9,0.08,94.6,346,"475.0","72.84","79.79","75.56","84.18","Same As National Rate","13.0","369.0","3.52","3.42","2.51","4.70","Same As National Rate","1.08",949
"57","AL","017117","LAKE MARTIN HOME HEALTH","729 EAST SOUTH STREET","DADEVILLE",36853,2568257050,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",1993-07-29,"2.5",87.5,91.4,99,96.1,71.2,67.1,85.9,82.7,75.9,81.5,59.3,NA,63.4,24.7,11.6,0.26,94,303,"400.0","75.75","81.68","77.04","86.31","Same As National Rate","10.0","281.0","3.56","3.33","2.41","4.48","Same As National Rate","1.02",1090
"58","AL","017118","AMEDISYS HH, A LAWRENCE MEDICAL CENTER PARTNER","15190 COURT STREET, SUITE B","MOULTON",35650,2569742200,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",1993-08-17,"4.0",98.9,99.8,100,86.5,69.1,76.8,98.9,85,81.1,88.8,81.7,90.7,78.8,15.5,13.4,0.01,99.8,359,"534.0","67.23","72.35","68.46","75.91","Worse Than National Rate","9.0","297.0","3.03","3.34","2.49","4.52","Same As National Rate","0.98",1205
"59","AL","017119","HUNTSVILLE HOSPITAL HOMECARE","500 BOULEVARD SOUTH SW, SUITE 203","HUNTSVILLE",35802,2569226650,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1993-09-20,"4.5",99.7,100,100,99.7,85.2,87.4,99.4,94,91.6,94.5,87.1,97.1,86,18,13,0,99,1501,"1870.0","80.27","89.56","87.85","91.79","Better Than National Rate","59.0","1649.0","3.58","3.61","2.96","4.34","Same As National Rate","1.01",2587
"60","AL","017121","KINDRED AT HOME","1309 ANTIOCH ROAD","ANDALUSIA",36420,3342222172,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",1993-09-27,"4.0",99.6,99.7,99.9,99.4,79.9,84,96.6,81.5,81.9,83.3,87.9,96,77.6,14.8,10.9,0.17,97.1,613,"796.0","77.01","83.77","80.57","86.64","Better Than National Rate","18.0","581.0","3.10","3.20","2.43","4.11","Same As National Rate","1.07",1394
"61","AL","017123","EAMC - LANIER HOME HEALTH","1806 44TH ST.","VALLEY",36854,3347561950,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1993-10-21,"4.5",99.9,99.9,100,100,73.6,82.1,100,88.8,89.3,90.2,86.2,99.3,85.7,15.9,14.6,0,100,626,"754.0","83.02","89.56","86.82","92.58","Better Than National Rate","17.0","583.0","2.92","3.20","2.42","4.14","Same As National Rate","0.93",1307
"62","AL","017124","DALE MEDICAL CENTER HOME HEALTH","126 HOSPITAL AVENUE","OZARK",36360,3347740750,"Non - Profit Other","Yes","Yes","No","No","Yes","Yes",1993-10-20,"3.0",92.1,97.9,99.3,99.1,66.1,60.1,92,74,87.2,79.4,61.4,85,70.6,15.1,17.8,0.03,95.3,280,"332.0","84.34","86.90","82.59","90.59","Better Than National Rate","12.0","258.0","4.65","3.89","2.75","5.20","Same As National Rate","0.93",517
"63","AL","017125","KELLER HOME CARE","116 4TH AVENUE SE","RED BAY",35582,2563562273,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1994-01-20,"4.5",99.7,99.9,100,99.9,80,79.1,99.8,90.1,89.5,91.5,91.5,93.8,86.5,16.9,11.7,0.05,99.7,959,"1278.0","75.04","80.12","77.89","82.95","Same As National Rate","17.0","642.0","2.65","3.09","2.28","4.05","Same As National Rate","1.06",2719
"64","AL","017128","MEDICAL CENTERS HOMECARE","11687 US HWY 431","GUNTERSVILLE",35976,2568785811,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1994-02-03,"5.0",100,100,100,100,97.6,98.2,99.8,90.7,88.2,91,87,95.6,87.3,14.2,17.1,0,99.8,1303,"1747.0","74.59","79.70","77.57","81.92","Same As National Rate","22.0","1126.0","1.95","2.83","2.12","3.70","Same As National Rate","0.99",3777
"65","AL","017129","HOMECARE OF EAST ALABAMA MEDICAL CENTER","665 OPELIKA ROAD, SUITE 300","AUBURN",36830,3348263131,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1994-03-31,"4.5",99.1,99.9,100,99.6,68,70.7,98.8,86.3,86.5,88.9,91.4,97.3,85.7,15.5,12.1,0.04,96.4,942,"1156.0","81.49","87.64","85.53","89.87","Better Than National Rate","21.0","890.0","2.36","2.91","2.24","3.74","Same As National Rate","0.94",1850
"66","AL","017130","INFIRMARY HOMECARE","800 COLLEGE AVENUE","JACKSON",36545,2512626477,"Proprietary","Yes","Yes","No","No","Yes","Yes",1994-04-13,"4.5",99.8,100,100,100,70.9,67.6,100,85.9,85.5,85,92.3,98.1,83.5,18.9,12.8,0,98.4,311,"386.0","80.57","84.60","80.48","88.54","Better Than National Rate","7.0","342.0","2.05","3.13","2.24","4.26","Same As National Rate","0.94",617
"67","AL","017132","NURSE ON CALL","1104 2ND AVE EAST, SUITE C","ONEONTA",35121,2052740720,"Proprietary","Yes","Yes","Yes","Yes","No","No",1994-06-15,"4.5",94.5,99.2,99.9,99.2,90.1,91.5,91.6,90.6,87.5,92.2,87.3,94.8,87,15.6,13.1,0,97.6,644,"787.0","81.83","87.76","84.69","90.46","Better Than National Rate","7.0","251.0","2.79","3.40","2.42","4.82","Same As National Rate","1.13",1266
"68","AL","017134","LHC HOMECARE OF SOUTH ALABAMA","1802 US HIGHWAY 84 WEST, SUITE A","OPP",36467,3344932087,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1994-06-14,"5.0",100,100,100,100,84.4,87.8,100,89.1,90.6,91.3,89,98.6,91,16.8,16,0.18,99.7,1229,"1550.0","79.29","86.28","84.27","88.49","Better Than National Rate","33.0","835.0","3.95","3.48","2.70","4.37","Same As National Rate","1.07",2542
"69","AL","017135","COMMUNITY HOME HEALTH","1526 GILMER AVENUE","TALLASSEE",36078,3342836541,"Non - Profit Other","Yes","Yes","Yes","Yes","Yes","Yes",1994-09-27,"3.0",98.1,98.7,100,100,70.9,75.3,98.5,76.5,87.3,80,76.6,NA,77,22.5,18,0,98.1,123,"154.0","79.87","85.15","78.16","91.18","Same As National Rate","7.0","153.0","4.58","3.57","2.61","4.90","Same As National Rate","0.86",230
"70","AL","017136","RELIABLE HOME HEALTH","435 MEETING AVENUE","GEORGIANA",36033,3343762286,"Proprietary","Yes","Yes","No","No","No","Yes",1994-09-26,"2.5",80.5,81.8,98.1,99.7,44.3,48.4,97.2,68.6,50.8,63.3,87.5,NA,61.7,11.8,17.7,0.18,74.9,105,"203.0","51.72","55.15","48.16","61.53","Worse Than National Rate","2.0","99.0","2.02","3.24","2.37","4.39","Same As National Rate","0.88",644
"71","AL","017140","THE HOSPITAL HOME HEALTH","101 HOSPITAL CIRCLE","LUVERNE",36049,3343353374,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",1994-12-28,"2.0",94.9,100,97.6,100,50,76.3,71.1,62.7,67.3,67.9,58,NA,66.8,26.7,16.4,0.09,98,75,"104.0","72.12","73.27","63.82","81.20","Same As National Rate","2.0","52.0","3.85","3.53","2.46","4.86","Same As National Rate","1.00",125
"72","AL","017142","ATMORE COMMUNITY HOME CARE","810 E CRAIG STREET","ATMORE",36502,2513686286,"Non - Profit Other","Yes","Yes","No","No","No","Yes",1995-02-13,"2.0",96.3,95.7,99.7,87.8,45.8,35.8,99.5,73.3,64.4,71.9,42.3,82.2,61.6,22.5,19.2,0,92,189,"271.0","69.74","76.29","70.18","81.66","Same As National Rate","10.0","194.0","5.15","3.64","2.70","5.00","Same As National Rate","1.00",603
"73","AL","017143","D W MCMILLAN HOME HEALTH","114 W JACKSON STREET","BREWTON",36426,2518675054,"Proprietary","Yes","Yes","Yes","No","Yes","Yes",1995-01-23,"5.0",99.7,100,100,100,76.4,73,100,91.4,93.7,92.6,90,98.8,84.4,17.1,11.3,0.03,98.6,415,"547.0","75.87","80.66","77.01","84.24","Same As National Rate","7.0","294.0","2.38","3.26","2.38","4.40","Same As National Rate","1.06",1150
"74","AL","017145","ST VINCENTS HOME HEALTH OF ST CLAIR COUNTY","2401 STEMLEY BRIDGE ROAD, SUITE 7","PELL CITY",35128,2058847202,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1995-11-29,"3.5",99.8,99.7,100,99.7,81.8,84.6,99.6,81.8,81.5,84.8,82.9,98,78.2,18.7,10.2,0.18,99.9,798,"1113.0","71.70","76.83","74.32","79.53","Same As National Rate","22.0","877.0","2.51","3.06","2.32","3.91","Same As National Rate","1.11",2069
"75","AL","017146","NORTHWEST HOME HEALTH","711 HOSPITAL DRIVE, NE","RUSSELLVILLE",35653,2563310006,"Non - Profit Private","Yes","Yes","No","No","No","Yes",1998-10-01,"3.0",95.9,98.6,100,99.1,66.2,64.8,98.7,76.5,86.1,69.7,69.6,NA,70.7,16.9,9.8,0.24,97.2,182,"225.0","80.89","84.15","79.22","88.83","Better Than National Rate","15.0","228.0","6.58","4.13","3.09","5.57","Same As National Rate","0.97",325
"76","AL","017147","PRIME HOME HEALTH OF LEE COUNTY","2125 EXECUTIVE PARK DRIVE","OPELIKA",36801,3347457966,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",1999-02-18,"2.5",96.7,98.9,100,90.6,82.4,83.8,98.3,71.8,80.9,76.8,72.5,85.6,64.5,16.6,10,0.08,98.9,320,"424.0","75.47","81.64","77.49","85.54","Same As National Rate","14.0","265.0","5.28","3.89","2.90","5.03","Same As National Rate","1.00",944
"77","AL","017148","THOMAS HOME HEATLH","7530 PARKER ROAD, SUITE 200","FAIRHOPE",36532,2519909200,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2000-04-13,"4.5",99.9,100,100,99.8,84.6,88.4,99.5,88.3,88.7,90.8,88.6,97.2,86.3,14.6,9.8,0.1,99.5,713,"884.0","80.66","83.91","81.25","86.69","Better Than National Rate","24.0","709.0","3.39","3.84","2.95","4.86","Same As National Rate","1.01",1349
"78","AL","017149","ST VINCENT'S HOME HEALTH OF JEFFERSON COUNTY","1400 URBAN CENTER DRIVE, SUITE 240","BIRMINGHAM",35242,2053132800,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",2000-07-12,"4.0",99.9,99.8,100,99.9,76.6,79.7,99.7,80.1,80.1,83.9,80.8,95.3,75.8,16.6,11.2,0,99.4,1639,"2071.0","79.14","83.55","81.92","85.43","Better Than National Rate","38.0","1577.0","2.41","3.07","2.41","3.89","Same As National Rate","0.98",3492
"79","AL","017151","KINDRED AT HOME","1328 GREENBRIER-DEAR ROAD","ANNISTON",36207,2568357101,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2000-10-05,"3.0",97.4,98.9,100,97.6,81.6,85.3,96.4,78.5,75.3,84.6,82.1,98.1,68.9,17.9,12.5,0.16,87.3,505,"697.0","72.45","77.45","74.12","80.80","Same As National Rate","15.0","458.0","3.28","3.37","2.46","4.64","Same As National Rate","1.01",1294
"80","AL","017152","KINDRED AT HOME","1025 WEST FORT WILLIAMS ST","SYLACAUGA",35150,2562494363,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2000-10-05,"4.0",100,99.4,100,99.8,86.8,93.6,98.2,80.7,80.8,85.8,85.4,96.9,72.6,17.6,11.1,0.2,89.4,261,"342.0","76.32","82.79","77.77","87.42","Same As National Rate","10.0","229.0","4.37","3.75","2.73","5.14","Same As National Rate","1.02",557
"81","AL","017153","COMFORT CARE HOME HEALTH OF ALABASTER","1140 1ST STREET N, STE 200","ALABASTER",35007,2056850421,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2002-03-20,"4.5",99.3,98.4,99.7,98.8,80.8,83.2,99.3,84.7,86.4,89.1,86.3,96.1,83,15,11.2,0,98.1,1959,"2732.0","71.71","77.78","76.10","79.70","Same As National Rate","129.0","1880.0","6.86","5.84","4.94","6.81","Worse Than National Rate","1.06",5570
"82","AL","017154","AMEDISYS HOME HEALTH","4735 NORREL DRIVE, SUITE 125","TRUSSVILLE",35173,2056553707,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2003-02-20,"4.0",98.9,100,99.8,84.9,88.5,82.5,97.2,78.7,79,84.7,89,89.2,77.6,13.8,13.1,0.05,95.7,314,"383.0","81.98","84.77","80.81","88.47","Better Than National Rate","3.0","324.0","0.93","3.01","2.14","4.10","Same As National Rate","0.93",588
"83","AL","017155","ENCOMPASS HEALTH HOME HEALTH","6333 COTTAGE HILL ROAD","MOBILE",36609,2513410707,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2004-02-05,"3.5",97.4,99.6,100,99.8,73.9,76,98.4,80.5,78.5,81.1,89.1,99.3,78.2,18.4,18.5,0,98.5,166,"218.0","76.15","81.90","76.09","87.35","Same As National Rate","10.0","210.0","4.76","3.78","2.74","5.09","Same As National Rate","0.94",370
"84","AL","017156","ENCOMPASS HEALTH HOME HEALTH","650 STONE AVENUE","TALLADEGA",35160,2567614363,"Proprietary","Yes","Yes","No","Yes","Yes","Yes",2004-08-25,"3.5",97.4,100,100,99,49.6,48.9,95.6,84.1,82.9,78.3,85.3,94.6,82.3,15.4,17.7,0,99,124,"164.0","75.61","82.22","75.25","88.50","Same As National Rate","9.0","117.0","7.69","3.94","2.88","5.45","Same As National Rate","1.10",265
"85","AL","017157","AMEDISYS HOME HEALTH OF OPELIKA","3320 SKYWAY DRIVE, SUITE 804","OPELIKA",36801,3348877234,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-03-09,"4.5",97.9,99.9,99.7,91.6,82,83,96.8,87.1,88.5,89.7,86.8,97.5,82.1,12.7,11.2,0,97.2,415,"514.0","80.74","85.66","81.92","89.10","Better Than National Rate","9.0","322.0","2.80","3.41","2.47","4.59","Same As National Rate","0.91",798
"86","AL","017158","AMEDISYS HOME HEALTH OF FORT PAYNE","501 GREENHILL BLVD SUITE 150","FORT PAYNE",35967,2568448303,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-07-11,"5.0",99.1,100,99.9,93.4,89.5,87.7,100,89.2,87.6,91.4,90.8,99,88.7,13.6,13.6,0,99,631,"931.0","67.78","72.27","69.09","75.47","Worse Than National Rate","8.0","444.0","1.80","2.88","2.09","3.87","Same As National Rate","0.95",2119
"87","AL","017159","AMEDISYS HOME HEALTH","2560 COUNTY ROAD 112","DOTHAN",36303,8662050818,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-07-26,"5.0",100,99.9,99.9,98.5,70.5,71.2,98.2,91.6,90.9,91.7,89.8,97.5,87.9,19.4,12.9,0.09,98.1,713,"967.0","73.73","79.31","76.73","82.27","Same As National Rate","17.0","683.0","2.49","3.10","2.40","4.09","Same As National Rate","1.10",1930
"88","AL","017160","ENCOMPASS HEALTH HOME HEALTH","205 FOB JAMES DRIVE","VALLEY",36854,3347686225,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-09-13,"4.5",97.9,99.4,100,100,58.7,61.5,100,87,86,91.6,85.1,98.3,90.1,15.2,13.2,0.26,97.9,425,"591.0","71.91","76.42","73.00","80.29","Same As National Rate","2.0","282.0","0.71","2.89","2.10","3.84","Same As National Rate","1.04",1426
"89","AL","017161","KINDRED AT HOME","7067 OLD MADISON PIKE NW, SUITE 105","HUNTSVILLE",35806,2568813266,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-03-15,"4.5",98.1,99.2,100,97.7,87.2,86.8,95.7,82.4,83.9,86.6,91.1,93.4,83.6,16,10.3,0.07,95.7,943,"1276.0","73.90","79.17","76.60","81.76","Same As National Rate","13.0","669.0","1.94","2.89","2.16","3.78","Same As National Rate","1.13",2419
"90","AL","017163","AMEDISYS HOME HEALTH OF MONROEVILLE","15 MAYFIELD STREET","MONROEVILLE",36460,8663340260,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-04-12,"5.0",99.4,99.8,99.6,86.4,97.3,83.3,99.7,93.2,90,100,98.6,91,93.8,16.7,16.1,0,99.7,355,"490.0","72.45","76.94","72.72","80.80","Same As National Rate","4.0","195.0","2.05","3.17","2.27","4.27","Same As National Rate","0.99",1302
"91","AL","017164","KINDRED AT HOME","2740 HEADLAND AVE","DOTHAN",36303,3349442290,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2008-02-27,"3.5",98.8,99.8,99.7,97.8,89.5,90.5,92.6,79.1,79.1,84,86.8,92.8,78.2,17.6,13.5,0.29,98.4,993,"1243.0","79.89","84.42","82.27","86.92","Better Than National Rate","30.0","761.0","3.94","3.88","3.06","5.15","Same As National Rate","1.09",1963
"92","AL","017165","AMEDISYS HOME HEALTH OF FLORENCE","412 S COURT STREET, SUITE 403","FLORENCE",35630,2567661817,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2008-04-10,"4.0",99,100,100,98.1,83,81.8,99.5,84.1,85.2,88.3,82.6,97.9,80.3,18,13.9,0.14,99.2,740,"1044.0","70.88","75.08","72.11","77.96","Worse Than National Rate","14.0","603.0","2.32","3.13","2.36","4.23","Same As National Rate","1.07",2165
"93","AL","017166","KINDRED AT HOME","118 6TH STREET SOUTH","CLANTON",35045,2057559926,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-05-11,"4.0",99.8,100,100,99.8,87.4,91.3,98.5,85.8,85,84.2,89.5,84.3,81.2,18.6,12.3,0.17,91,285,"360.0","79.17","85.67","81.01","89.79","Better Than National Rate","6.0","234.0","2.56","3.26","2.40","4.39","Same As National Rate","1.10",622
"94","AL","017167","KINDRED AT HOME","614 MARTIN ST N","PELL CITY",35125,2053388440,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-05-20,"3.5",96.7,100,100,97.3,87.4,86.1,98.9,83.1,81.5,88,78.9,96,75.4,22.8,5.6,0.11,65.4,237,"316.0","75.00","81.18","76.50","85.59","Same As National Rate","4.0","175.0","2.29","3.20","2.32","4.47","Same As National Rate","1.13",477
"95","AL","017168","KINDRED AT HOME","824 WESTERN AMERICA DRIVE","MOBILE",36609,2513160917,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-05-21,"3.5",99.4,99.6,100,99.9,91.8,93.7,99.5,81.5,79.3,84.3,84,89.1,75.3,17.1,11.3,0.21,94.7,679,"902.0","75.28","79.73","77.01","82.83","Same As National Rate","14.0","569.0","2.46","3.16","2.36","4.25","Same As National Rate","1.07",1542
"96","AL","017170","KINDRED AT HOME","1458 JONES DAIRY ROAD SUITE 100","JASPER",35501,2052215234,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-09-04,"4.0",99.3,99.8,100,99.9,91.6,91.4,98.4,81.8,80.7,88.3,82.7,95.5,79.1,15,13.2,0.16,97.9,420,"595.0","70.59","73.86","69.90","77.31","Worse Than National Rate","6.0","309.0","1.94","3.15","2.26","4.29","Same As National Rate","1.03",1370
"97","AL","017171","KINDRED AT HOME","1015 1ST STREET, SW, SUITE A","CULLMAN",35055,2567392992,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-09-02,"3.5",97.9,97.6,99.9,97.8,80.1,89.4,94.2,81.3,79.6,82.8,83.8,96.9,72.9,17.9,13.6,0.12,86.8,475,"674.0","70.47","76.99","73.01","80.60","Same As National Rate","14.0","391.0","3.58","3.38","2.50","4.47","Same As National Rate","1.11",1260
"98","AL","017172","WOODLAND HOME HEALTH SERVICES CRMC, LLC","1910 CHEROKEE AVENUE SW","CULLMAN",35055,2568414443,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2011-06-30,"4.5",100,99,99.6,99.6,85.5,85.4,100,80.7,83,90.3,83.6,77,83.8,16.7,11.9,0,99.7,549,"818.0","67.11","71.86","68.69","75.11","Worse Than National Rate","29.0","478.0","6.07","4.52","3.45","5.90","Same As National Rate","1.11",2332
"99","AL","017175","ENCOMPASS HEALTH HOME HEALTH","801 PRINCETON AVE SW, SUITE 210","BIRMINGHAM",35211,2052244545,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2013-05-24,"3.5",88.9,97.5,98.7,98.7,73,69.9,83,77.7,82.9,81.8,82.1,98.3,77.2,15.6,12.4,0.12,86.4,364,"452.0","80.53","86.02","82.01","89.89","Better Than National Rate","10.0","296.0","3.38","3.66","2.66","5.13","Same As National Rate","1.01",526
"100","AL","017176","COMFORT CARE HOME HEALTH OF NORTH ALABAMA","7017 WALL TRIANA HIGHWAY, SUITE D","MADISON",35757,2563468223,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2013-06-12,"3.5",99,98.5,99.8,99.6,71.3,74.5,94.3,82,81,86.8,79.4,96.2,82,20.3,18.1,0.01,99,386,"567.0","68.08","73.29","69.05","77.20","Worse Than National Rate","11.0","236.0","4.66","3.66","2.77","5.02","Same As National Rate","1.09",1079
"101","AL","017177","SHOALS HOME SERVICES, LLC","1114 BRADSHAW DRIVE","FLORENCE",35630,2562469972,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2013-08-15,"3.0",99.4,98.5,100,99.4,81.3,76.4,97,77.7,78.7,82.1,78.9,NA,75.8,20.7,11.4,0,99.1,220,"379.0","58.05","62.61","57.20","67.78","Worse Than National Rate","4.0","185.0","2.16","3.32","2.45","4.68","Same As National Rate","1.09",1080
"102","AL","017178","PROHEALTH OF NORTHEAST ALABAMA, LLC","1496 CHESTNUT BYP, UNIT D","CENTRE",35960,2053833538,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2015-12-18,"3.0",99.8,99.9,100,99.8,72.4,75.5,99.1,79.8,76,80.6,80.7,96.4,74,20.3,7.9,0,99.9,279,"365.0","76.44","77.72","73.40","81.73","Same As National Rate","6.0","220.0","2.73","3.57","2.53","4.94","Same As National Rate","1.04",696
"103","AL","017179","PROHEALTH OF NORTH CENTRAL ALABAMA, LLC","923 2ND E AVENUE","ONEONTA",35121,2052740020,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2015-12-04,"3.5",99.1,99.8,100,98.5,71.4,74.2,100,79.3,81.4,83.2,81.7,91.3,80.9,15.9,11.7,0,99,258,"355.0","72.68","76.39","71.41","80.95","Same As National Rate","2.0","142.0","1.41","3.23","2.34","4.42","Same As National Rate","1.05",582
"104","AL","017180","PROHEALTH-GULF COAST, LLC","105B LOTTIE LANE","FAIRHOPE",36532,8663300609,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2015-12-23,"2.5",97.5,98.8,100,97.9,73.6,69.7,100,71.6,75.2,76.1,72.3,83,72,17.7,15.2,0.05,98,353,"464.0","76.08","79.26","75.24","83.23","Same As National Rate","2.0","158.0","1.27","3.24","2.26","4.58","Same As National Rate","1.14",782
"105","AL","017182","FIVE POINTS HOME HEALTH","100 CONCOURSE PARKWAY, SUITE 120","HOOVER",35244,2052353232,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2016-08-19,"3.5",98.3,98.3,99.5,98.4,86.4,87.1,97.7,77.8,81.6,82.5,80.9,93.4,76.7,17.6,14.3,0,96.7,334,"466.0","71.67","79.43","74.98","83.59","Same As National Rate","9.0","183.0","4.92","3.73","2.72","5.00","Same As National Rate","1.16",753
